id,dia,horario,texto_original,texto_limpo,sentimento,prob_positivo,prob_negativo,prob_neutro,likes,retweets
2056542480384888935,18/05/2026,22:08,"alguns diálogos de #QuemAmaCuida eu tô achando meio blér, mas até q o capítulo tá interessante viu","alguns diálogos de eu tô achando meio blér, mas até q o capítulo tá interessante viu",POS,0.8772,0.0413,0.0815,0,0
2056542478451298308,18/05/2026,22:08,não sei o que dizer ainda rs #QuemAmaCuida,não sei o que dizer ainda rs,NEU,0.0514,0.115,0.8336,7,0
2056542478421967002,18/05/2026,22:08,"Tony Ramos,vc é gigante! Quase chorei com a cena #Quemamacuida","Tony Ramos,vc é gigante! Quase chorei com a cena",POS,0.9646,0.0118,0.0236,0,0
2056542471274778850,18/05/2026,22:08,hmm não achei que a música combinou com a abertura achei que não clareou #QuemAmaCuida https://t.co/RP2sLVJbgG,hmm não achei que a música combinou com a abertura achei que não clareou,NEG,0.0047,0.9574,0.038,2,1
2056542469286674778,18/05/2026,22:08,"""Impressionante"" essa cena da enchente que é a realidade de muitos na vida real e acabam perdendo tudo

#QuemAmaCuida","""Impressionante"" essa cena da enchente que é a realidade de muitos na vida real e acabam perdendo tudo",POS,0.7445,0.071,0.1845,0,0
2056542468284281067,18/05/2026,22:08,Rindo muito vsf jkkkkkk #QuemAmaCuida https://t.co/cn9In12Yqt,Rindo muito vsf jkkkkkk,POS,0.9536,0.0138,0.0326,2,0
2056542467558666371,18/05/2026,22:08,"Que abertura luxuosa. Adorei!

#QuemAmaCuida  https://t.co/TIV7YBbVTF",Que abertura luxuosa. Adorei!,POS,0.9933,0.002,0.0048,101,13
2056542464018702531,18/05/2026,22:08,Passada com a abertura estilo novela Mexicana contando todo o ploft da novela  #Quemamacuida https://t.co/dyoL6hkBl6,Passada com a abertura estilo novela Mexicana contando todo o ploft da novela,NEU,0.4235,0.0804,0.4961,0,0
2056542460432527518,18/05/2026,22:08,Só da abertura não ter sido feita por IA já tem seu valor. A logo ficou aquela horrorosa mesmo né. E não entendi pq Tatá tá creditada logo no início. #QuemAmaCuida,Só da abertura não ter sido feita por IA já tem seu valor. A logo ficou aquela horrorosa mesmo né. E não entendi pq Tatá tá creditada logo no início.,NEG,0.0043,0.9845,0.0112,1,0
2056542459912454263,18/05/2026,22:08,Uma novela de Walcyr Carrasco e CLAUDIA SOUTO #QuemAmaCuida,Uma novela de Walcyr Carrasco e CLAUDIA SOUTO,NEU,0.142,0.0263,0.8318,0,0
2056542458641617294,18/05/2026,22:08,o diretor de elenco me coloca jesuíta barbosa pra morrer no início da novela e mantém o chay suedes. definitivamente uma escolha… #QuemAmaCuida,o diretor de elenco me coloca jesuíta barbosa pra morrer no início da novela e mantém o chay suedes. definitivamente uma escolha…,NEG,0.0253,0.9017,0.073,9,1
2056542458457042998,18/05/2026,22:08,O primeiro encontro do Pedro com a Adriana vai emocionar tanto 🥹 #QuemAmaCuida,O primeiro encontro do Pedro com a Adriana vai emocionar tanto 🥹,POS,0.8194,0.0522,0.1283,1,0
2056542457936969748,18/05/2026,22:08,"🚨Confira a abertura de ‘Quem Ama Cuida’, a sua nova novela das 21h. 👀
#QuemAmaCuida #TVGlobo

https://t.co/LTQnAu9NdS","🚨Confira a abertura de ‘Quem Ama Cuida’, a sua nova novela das 21h. 👀",NEU,0.1293,0.0226,0.8481,12,1
2056542450668179878,18/05/2026,22:08,Só quem viveu as enchentes no Rio Grande do Sul sabe que a casa cai desse jeito mesmo e até pior... não critiquem!Primeira parte já me deixou preso no sofá! Isabela e Tony perfeitos!#QuemAmaCuida,Só quem viveu as enchentes no Rio Grande do Sul sabe que a casa cai desse jeito mesmo e até pior... não critiquem!Primeira parte já me deixou preso no sofá! Isabela e Tony perfeitos!,POS,0.7059,0.1137,0.1804,2,0
2056542449032384552,18/05/2026,22:08,VOLTA PAULINHO #QuemAmaCuida,VOLTA PAULINHO,NEG,0.0117,0.9753,0.013,1,0
2056542446641627199,18/05/2026,22:08,"triste que iremos perder o principe do jesuita logo no primeiro capitulo #QuemAmaCuida
https://t.co/BkxNCtBnJC",triste que iremos perder o principe do jesuita logo no primeiro capitulo,NEG,0.0113,0.9716,0.0171,3,1
2056542443332419915,18/05/2026,22:08,Chay é um gostoso #QuemAmaCuida,Chay é um gostoso,POS,0.9753,0.0056,0.0192,0,0
2056542437489696893,18/05/2026,22:08,"tá prometendo muito, mas 211 capítulos é demais #QuemAmaCuida","tá prometendo muito, mas 211 capítulos é demais",NEG,0.1169,0.7122,0.1709,2,0
2056542437112242607,18/05/2026,22:08,"a cena do morador de rua chegando na Adriana e pedindo o lanche dela mds nenhuma experiência é individual. qualquer lanchonete na Uruguaiana tem um assim
#QuemAmaCuida",a cena do morador de rua chegando na Adriana e pedindo o lanche dela mds nenhuma experiência é individual. qualquer lanchonete na Uruguaiana tem um assim,NEG,0.1456,0.5745,0.28,1,0
2056542434041987394,18/05/2026,22:08,sabemos que o walcyr tá escrevendo mesmo por causa do primeiro bloco com o texto nada sutil didático pra uma criança entender #QuemAmaCuida,sabemos que o walcyr tá escrevendo mesmo por causa do primeiro bloco com o texto nada sutil didático pra uma criança entender,NEU,0.1822,0.14,0.6778,7,0
2056542429331796184,18/05/2026,22:08,"A casa desabando na frente deles e a direção disso ficou impecável, absolute Amora Mautner #Quemamacuida https://t.co/aY1kXmCOfc","A casa desabando na frente deles e a direção disso ficou impecável, absolute Amora Mautner",POS,0.9592,0.0117,0.0291,1,0
2056542426966196347,18/05/2026,22:08,Por pouco a Adriana não encontra a estátua de Três Graças na abertura de #QuemAmaCuida,Por pouco a Adriana não encontra a estátua de Três Graças na abertura de,NEU,0.0677,0.0857,0.8467,1,0
2056542424604815560,18/05/2026,22:08,Pena que a participação do jesuíta a vai ser curta #quemamacuida,Pena que a participação do jesuíta a vai ser curta,NEG,0.0272,0.7754,0.1974,0,1
2056542423430394151,18/05/2026,22:08,"Carmita meu amooor, te defendo de tudo e de todos #QuemAmaCuida  https://t.co/gMgEkVrjkT","Carmita meu amooor, te defendo de tudo e de todos",POS,0.9748,0.0052,0.02,2,0
2056542408427413620,18/05/2026,22:08,"Muito bom esse elenco também.
Trouxeram veteranos globais, Tony Ramos, Fagundes, Isabela Garcia, tá lindo…

 #QuemAmaCuida","Muito bom esse elenco também. Trouxeram veteranos globais, Tony Ramos, Fagundes, Isabela Garcia, tá lindo…",POS,0.9896,0.0024,0.0079,1,0
2056542405797498976,18/05/2026,22:08,"Carmita, já te amo!
#QuemAmaCuida https://t.co/kRyrtsrliT","Carmita, já te amo!",POS,0.7901,0.0174,0.1925,3,1
2056542404446965991,18/05/2026,22:08,"Direção de elenco segura, mas algumas situações .... Walcyr, Walcyr #QuemAmaCuida","Direção de elenco segura, mas algumas situações .... Walcyr, Walcyr",NEU,0.0788,0.0976,0.8237,0,0
2056542404228898914,18/05/2026,22:08,"Parece que o Tony Ramos está sempre interpretando o mesmo personagem.
#QuemAmaCuida",Parece que o Tony Ramos está sempre interpretando o mesmo personagem.,NEU,0.0241,0.1198,0.8561,1,0
2056542403847176563,18/05/2026,22:08,"ai mdss Tony, Fagundes, Colin e até Chay me fazendo assistir uma novela da Souto 😫 

#QuemAmaCuida","ai mdss Tony, Fagundes, Colin e até Chay me fazendo assistir uma novela da Souto 😫",NEG,0.0518,0.8445,0.1036,1,0
2056542401146081730,18/05/2026,22:08,"Primeira parte… chatíssima 

#QuemAmaCuida",Primeira parte… chatíssima,NEG,0.0033,0.9935,0.0032,0,0
2056542400957362277,18/05/2026,22:08,ai estou gostando #QuemAmaCuida,ai estou gostando,POS,0.9881,0.0027,0.0092,1,0
2056542398210019652,18/05/2026,22:08,"Adriana encontrando a família durante a enchente
#QuemAmaCuida
https://t.co/qUtDgJLTtW",Adriana encontrando a família durante a enchente,NEU,0.1083,0.0282,0.8635,0,0
2056542394548420826,18/05/2026,22:08,Marisa Monte como tema de #QuemAmaCuida eu já amei,Marisa Monte como tema de eu já amei,POS,0.8275,0.0101,0.1625,2,0
2056542393030123617,18/05/2026,22:08,"Pq a Adriana está com esse sotaque de noia misturado com Chaiany do BBB? gente quem que viu isso e falou 

- Meu Deus Ameei! #QuemAmaCuida https://t.co/8df8xRu2Tr",Pq a Adriana está com esse sotaque de noia misturado com Chaiany do BBB? gente quem que viu isso e falou - Meu Deus Ameei!,POS,0.8457,0.0386,0.1158,1,0
2056542392249975017,18/05/2026,22:08,"Pedro não confia muito, não, nos negócios duvidosos do Ademir. #QuemAmaCuida https://t.co/vPACRsHNfR","Pedro não confia muito, não, nos negócios duvidosos do Ademir.",NEU,0.0128,0.1187,0.8685,1,0
2056542389561356635,18/05/2026,22:08,"PRA TODO MUNDO A VIDA É DIFÍCIL MAS TODOS FAZEM SEUS SACRIFÍCIOS PRA MELHORAR, PRA MELHORAR #QuemAmaCuida https://t.co/iMY5486sug","PRA TODO MUNDO A VIDA É DIFÍCIL MAS TODOS FAZEM SEUS SACRIFÍCIOS PRA MELHORAR, PRA MELHORAR",NEU,0.1452,0.117,0.7378,4,0
2056542385534910779,18/05/2026,22:08,E se eu disser pra vocês que eu reconheci o Citroën Picasso amarelo que o Ferette quebrou em #TrêsGraças no meio da enchente de #QuemAmaCuida kkkk https://t.co/uhUx2t7Ejg,E se eu disser pra vocês que eu reconheci o Citroën Picasso amarelo que o Ferette quebrou em no meio da enchente de kkkk,NEU,0.0157,0.0281,0.9563,15,1
2056542377146274113,18/05/2026,22:08,"NOSSOS ARTISTAS!!!!!!!!!! 
ISSO AQUI É BRASIL!!!!!!!!!! #QuemAmaCuida 🏆🏆🏆🏆🏆🏆🏆🏆
@tvglobo @LeticiaColin @WalcyrCarrasco https://t.co/lKcceTWiBQ",NOSSOS ARTISTAS!!!!!!!!!! ISSO AQUI É BRASIL!!!!!!!!!! 🏆🏆🏆🏆🏆🏆🏆🏆,POS,0.9071,0.0089,0.0841,1,0
2056542374612861287,18/05/2026,22:08,Assuntos do momento: #QuemAmaCuida em primeiro. VOCE SABE QUE ESTREOU COM FORÇA,Assuntos do momento: em primeiro. VOCE SABE QUE ESTREOU COM FORÇA,NEU,0.2412,0.037,0.7219,0,0
2056542366597583206,18/05/2026,22:08,"Uma novela de Aguinaldo Silva. 

Império e Fina Estampa. #QuemAmaCuida https://t.co/v1XP3mZqje",Uma novela de Aguinaldo Silva. Império e Fina Estampa.,NEU,0.0334,0.0141,0.9524,237,13
2056542355713327595,18/05/2026,22:08,"Não curti muito a abertura, achei meh. E não acho que Pra Melhorar combina como tema de abertura, meio apática pra isso, mas enfim #QuemAmaCuida","Não curti muito a abertura, achei meh. E não acho que Pra Melhorar combina como tema de abertura, meio apática pra isso, mas enfim",NEG,0.003,0.9866,0.0104,99,8
2056542350126555585,18/05/2026,22:07,PRIMEIRO BLOCO LINDO #QuemAmaCuida  https://t.co/MekbbOhwnb,PRIMEIRO BLOCO LINDO,POS,0.9924,0.0029,0.0047,36,16
2056542346263626199,18/05/2026,22:07,"Letícia Colin é uma mega atriz, será que ela vai me fazer voltar ver novela kkk #QuemamaCuida","Letícia Colin é uma mega atriz, será que ela vai me fazer voltar ver novela kkk",NEU,0.0779,0.0797,0.8424,3,0
2056542333982724283,18/05/2026,22:07,Comienza una nueva novela de Rede Globo #QuemAmaCuida,Comienza una nueva novela de Rede Globo,NEU,0.2392,0.0177,0.7431,2,0
2056542330660831454,18/05/2026,22:07,"E temos a abertura de #QuemAmaCuida com a música ""Pra Melhorar"" de Marisa Monte feat Seu Jorge e Flor Jorge 
https://t.co/Fb7HHHcIVw","E temos a abertura de com a música ""Pra Melhorar"" de Marisa Monte feat Seu Jorge e Flor Jorge",NEU,0.1837,0.0253,0.791,9,0
2056542328722981002,18/05/2026,22:07,A abertura de #QuemAmaCuida está belíssima!,A abertura de está belíssima!,POS,0.9933,0.002,0.0046,0,0
2056542328194523183,18/05/2026,22:07,Saudade de um clareouuuuu ooooooo #QuemAmaCuida,Saudade de um clareouuuuu ooooooo,POS,0.5076,0.1548,0.3376,2,0
2056542322922340630,18/05/2026,22:07,"esses espelhos na abertura, não sei não viu, pra mim isso simboliza que a adriana vai ser uma protagonista com várias faces e que uma hora ou outra, ela vai se revelar como uma personagem dúbia, anti-heroína E SERIA MEU SONHO #QuemAmaCuida https://t.co/t94pu9raxE","esses espelhos na abertura, não sei não viu, pra mim isso simboliza que a adriana vai ser uma protagonista com várias faces e que uma hora ou outra, ela vai se revelar como uma personagem dúbia, anti-heroína E SERIA MEU SONHO",NEU,0.1778,0.3566,0.4656,2,0
2056542322297368999,18/05/2026,22:07,Abertura até que eu gostei só que essa música meio parada #QuemAmaCuida,Abertura até que eu gostei só que essa música meio parada,NEG,0.0376,0.9378,0.0246,0,0
2056542318048514538,18/05/2026,22:07,"Podemos questionar seus métodos, mas JAMAIS o seu talento, mona #QuemAmaCuida https://t.co/CWHJ95bRGQ","Podemos questionar seus métodos, mas JAMAIS o seu talento, mona",NEU,0.3792,0.0602,0.5607,0,0
2056542314021982385,18/05/2026,22:07,Tô maravilhada com essa abertura #QuemAmaCuida https://t.co/AyUZlg4GHh,Tô maravilhada com essa abertura,POS,0.9914,0.0023,0.0063,2,0
2056542305004216826,18/05/2026,22:07,E essa abertura Fina Estampa + Império?! #QuemAmaCuida,E essa abertura Fina Estampa + Império?!,NEU,0.4578,0.0769,0.4652,2,1
2056542301107671423,18/05/2026,22:07,deus tira todo o sofrimento da família da adriana e coloca na familia bolsonaro #QuemAmaCuida,deus tira todo o sofrimento da família da adriana e coloca na familia bolsonaro,NEG,0.0713,0.7589,0.1699,6,2
2056542296376557848,18/05/2026,22:07,"Certeza que a Adriana armou a própria demissão, pode entrar nova vilã da novela das 9 #QuemAmaCuida","Certeza que a Adriana armou a própria demissão, pode entrar nova vilã da novela das 9",NEU,0.1871,0.1883,0.6246,1,0
2056542294476526047,18/05/2026,22:07,ABERTURA ICÔNICA DE #QuemAmaCuida   https://t.co/C7Iv6mxb6I,ABERTURA ICÔNICA DE,POS,0.9917,0.0023,0.0061,19,1
2056542282849923245,18/05/2026,22:07,Tá meio parada né.  #QuemAmaCuida,Tá meio parada né.,NEG,0.0041,0.9726,0.0232,0,0
2056542279679037806,18/05/2026,22:07,"é gente eu acho que essa novela vai fazer sucesso em, esse primeiro capítulo tá bom demais #quemamacuida","é gente eu acho que essa novela vai fazer sucesso em, esse primeiro capítulo tá bom demais",POS,0.9614,0.007,0.0316,0,0
2056542278248718711,18/05/2026,22:07,"A FAROFA JÁ COMEÇOU, É DELE WALCYR CARRASCO! #QuemAmaCuida https://t.co/ukz7dz1dJC","A FAROFA JÁ COMEÇOU, É DELE WALCYR CARRASCO!",POS,0.5461,0.0123,0.4416,0,0
2056542276428390598,18/05/2026,22:07,#QuemAmaCuida ai que sdds de ver a Arminda humilhando os pobres,ai que sdds de ver a Arminda humilhando os pobres,NEG,0.1552,0.7677,0.0771,1,0
2056542274805280806,18/05/2026,22:07,mal começou e eu já to odiando #QuemAmaCuida https://t.co/nyMB2OjhPk,mal começou e eu já to odiando,NEG,0.0063,0.9863,0.0074,52,11
2056542274255745320,18/05/2026,22:07,"Tô vidrado que até esqueço de comentar 🥲 #QuemAmaCuida 📺🫢
Adriana 🥹",Tô vidrado que até esqueço de comentar 🥲 📺🫢 Adriana 🥹,POS,0.8873,0.0167,0.096,1,0
2056542272607465499,18/05/2026,22:07,tô desesperado com essa novela #QuemAmaCuida,tô desesperado com essa novela,NEG,0.014,0.9591,0.0269,0,0
2056542271722414382,18/05/2026,22:07,Que abertura LINDA #QuemAmaCuida,Que abertura LINDA,POS,0.9936,0.0022,0.0042,3,0
2056542268555686062,18/05/2026,22:07,"Nossa, mas é muita desgraceira pra um primeiro capítulo de novela.

#QuemAmaCuida","Nossa, mas é muita desgraceira pra um primeiro capítulo de novela.",NEG,0.0049,0.9861,0.009,4,0
2056542266722775457,18/05/2026,22:07,"Chay Suede fazendo o mesmo papel ele  não muda e eu gosto disso sei lá
#QuemAmaCuida",Chay Suede fazendo o mesmo papel ele não muda e eu gosto disso sei lá,POS,0.8724,0.0126,0.115,1,0
2056542262067122498,18/05/2026,22:07,Essa sequência da enchente... Cara! Muito bem feita. Parabéns a direção e todos os envolvidos. #QuemAmaCuida,Essa sequência da enchente... Cara! Muito bem feita. Parabéns a direção e todos os envolvidos.,POS,0.9892,0.003,0.0078,4,1
2056542258220908753,18/05/2026,22:07,"Gente, não dá nem pra ler direito os nomes nessa abertura. Não dá tempo. Dura no máximo 2 segundos cada leva de nomes, sendo otimista. Pelo amor de Deus, Globo. Arruma isso. #QuemAmaCuida","Gente, não dá nem pra ler direito os nomes nessa abertura. Não dá tempo. Dura no máximo 2 segundos cada leva de nomes, sendo otimista. Pelo amor de Deus, Globo. Arruma isso.",NEG,0.004,0.9916,0.0044,1,0
2056542257168163183,18/05/2026,22:07,A abertura da novela de que vai ser ABSOLUTE NOVELA não aquela preparada de três graças que era mais comédia de novela das 6 #QuemAmaCuida,A abertura da novela de que vai ser ABSOLUTE NOVELA não aquela preparada de três graças que era mais comédia de novela das 6,POS,0.6829,0.1262,0.1908,0,0
2056542251233189975,18/05/2026,22:07,"E vamos de mais uma mocinha que é franga ônibus lotado 🤗💖 
#QuemAMACuida https://t.co/rTbjU9NEIw",E vamos de mais uma mocinha que é franga ônibus lotado 🤗💖,POS,0.6898,0.0281,0.2821,0,0
2056542249467449576,18/05/2026,22:07,#QuemAmaCuida já nasceu aclamada https://t.co/LfvckNYmfR,já nasceu aclamada,POS,0.9385,0.0071,0.0544,3,0
2056542248926380459,18/05/2026,22:07,E essa abertura? #QuemAmaCuida,E essa abertura?,POS,0.6045,0.1024,0.293,0,0
2056542248683164137,18/05/2026,22:07,é a novela do ano #QuemAmaCuida https://t.co/c8uettMGex,é a novela do ano,POS,0.8992,0.0149,0.0859,10,1
2056542244966924622,18/05/2026,22:07,"A direção está ótima, Letícia e Tony absurdos em CENA!!!

#QuemAmaCuida","A direção está ótima, Letícia e Tony absurdos em CENA!!!",POS,0.9868,0.0045,0.0087,2,0
2056542242098033087,18/05/2026,22:07,"Choquei que a Tata está com nome em destaque na abertura. Na frente inclusive da Mariana e da Ágatha, como assim??  #QuemAmaCuida","Choquei que a Tata está com nome em destaque na abertura. Na frente inclusive da Mariana e da Ágatha, como assim??",NEU,0.0238,0.4061,0.57,0,0
2056542238050504725,18/05/2026,22:07,amei a abertura. mistura de Verdades Secretas com Império e Um Lugar Ao Sol #QuemAmaCuida,amei a abertura. mistura de Verdades Secretas com Império e Um Lugar Ao Sol,POS,0.9902,0.0019,0.0079,0,0
2056542235458523181,18/05/2026,22:07,"Amei ver partes da cidade na abertura! 
#QuemAmaCuida",Amei ver partes da cidade na abertura!,POS,0.9905,0.0019,0.0076,0,0
2056542231259910416,18/05/2026,22:07,"Tony Ramos dando AULA de interpretação 

#QuemAmaCuida",Tony Ramos dando AULA de interpretação,POS,0.9736,0.008,0.0184,1,1
2056542227829063869,18/05/2026,22:07,+ um sucesso dele chegou #QuemAmaCuida,+ um sucesso dele chegou,NEU,0.3051,0.005,0.6899,0,0
2056542227665404396,18/05/2026,22:07,Isso foi um capítulo de novela ou episódio de uma série?! Primeiro bloco de #QuemAmaCuida teve uns 40 minutos… rs,Isso foi um capítulo de novela ou episódio de uma série?! Primeiro bloco de teve uns 40 minutos… rs,NEU,0.0563,0.0917,0.852,1,0
2056542225392136611,18/05/2026,22:07,A desigualdade social escancarada #QuemAmaCuida,A desigualdade social escancarada,NEG,0.005,0.9725,0.0225,5,1
2056542224461038081,18/05/2026,22:07,"@tvglobo Realmente a Globo investiu nesse primeiro episódio de quem ama cuida, uso das telas de LED, junto com os efeitos práticos e visuais ficaram muito bons. #QuemAmaCuida #TvGlobo","Realmente a Globo investiu nesse primeiro episódio de quem ama cuida, uso das telas de LED, junto com os efeitos práticos e visuais ficaram muito bons.",POS,0.9842,0.0039,0.0119,5,0
2056542221927624732,18/05/2026,22:07,Só faltou o apagão da enel pra cena da enchente ficar perfeita #quemamacuida,Só faltou o apagão da enel pra cena da enchente ficar perfeita,POS,0.8509,0.0615,0.0876,1,0
2056542221789204778,18/05/2026,22:07,"EU VENDO CHAY SUED 🫦🫦🔥

#QuemAmaCuida https://t.co/UJfext3e16",EU VENDO CHAY SUED 🫦🫦🔥,POS,0.5176,0.043,0.4394,0,0
2056542219834720403,18/05/2026,22:07,QUE NOVELA É ESSA???????????????????????? 😭 #QuemAmaCuida https://t.co/vA6BRR442B,QUE NOVELA É ESSA???????????????????????? 😭,NEG,0.0064,0.9855,0.0082,4,0
2056542219440456095,18/05/2026,22:07,"E pensar que a terrível enchente no Rio Grande do Sul foi bem assim 🥹!
Cenas fortes #QuemAmaCuida.",E pensar que a terrível enchente no Rio Grande do Sul foi bem assim 🥹! Cenas fortes,NEG,0.1711,0.5273,0.3017,9,2
2056542217204855035,18/05/2026,22:07,Pedro 👄 #QuemAmaCuida https://t.co/Kym56bIcQk,Pedro 👄,NEU,0.3045,0.0544,0.6411,3,2
2056542215183151164,18/05/2026,22:07,Cadê a Brigitte? #QuemAmaCuida,Cadê a Brigitte?,NEG,0.0108,0.8963,0.0929,0,0
2056542214730207734,18/05/2026,22:07,"Só tem artista nessa novela meu Deus que cena tocante, que direção… #QuemAmaCuida https://t.co/iL5u1Thjxb","Só tem artista nessa novela meu Deus que cena tocante, que direção…",POS,0.9775,0.0051,0.0173,264,49
2056542209399283897,18/05/2026,22:07,"Ai gente não gostei de nada até agora. Até acostumar com o texto do Walcyr vai ser uma luta, puts. Também tô achando a Letícia Colin meio fora do tom, sei lá  #QuemAmaCuida","Ai gente não gostei de nada até agora. Até acostumar com o texto do Walcyr vai ser uma luta, puts. Também tô achando a Letícia Colin meio fora do tom, sei lá",NEG,0.0033,0.987,0.0097,2,0
2056542205515382901,18/05/2026,22:07,"Fina Estampa 🤝 Império = abertura de #QuemAmaCuida 
 https://t.co/PoFBZ9bkra",Fina Estampa 🤝 Império = abertura de,NEU,0.0875,0.0273,0.8852,13,2
2056542198829596764,18/05/2026,22:07,"que bonitinha a aberturaaa, amei  #QuemAmaCuida","que bonitinha a aberturaaa, amei",POS,0.9937,0.0021,0.0042,3,1
2056542197550403821,18/05/2026,22:07,"💣 Veja a abertura de #QuemAmaCuida, a nova novela das 21h da Globo que estreia neste momento na Globo.

Na audiência, a trama está com 22 pontos na Grande São Paulo. Estão gostando? https://t.co/IvVE1ph14Z","💣 Veja a abertura de a nova novela das 21h da Globo que estreia neste momento na Globo. Na audiência, a trama está com 22 pontos na Grande São Paulo. Estão gostando?",NEU,0.175,0.0238,0.8011,36,5
2056542196128424354,18/05/2026,22:07,"O último momento em que a Adriana estará feliz, vendo o Carlos através do vídeo. #QuemAmaCuida https://t.co/Qn1RQj8uON","O último momento em que a Adriana estará feliz, vendo o Carlos através do vídeo.",NEU,0.0641,0.0306,0.9052,2,1
2056542194371076229,18/05/2026,22:07,"muito amada pelo irmão juro KKKKKKKKKKKKKKKKKKKKKKKK 

#QuemAmaCuida #TVGlobo https://t.co/jhIe649KxC",muito amada pelo irmão juro KKKKKKKKKKKKKKKKKKKKKKKK,POS,0.9741,0.0028,0.0231,62,17
2056542187442057381,18/05/2026,22:07,Só a abertura dessa novela já surra o reality do boninho na record todinho 🗣#QuemAmaCuida,Só a abertura dessa novela já surra o reality do boninho na record todinho 🗣,POS,0.7838,0.0623,0.154,2,0
2056542185567191497,18/05/2026,22:07,"Abertura ok, só não entendo a Tatá em destaque... só pode ser dívida de jogo #QuemAmaCuida","Abertura ok, só não entendo a Tatá em destaque... só pode ser dívida de jogo",NEG,0.0093,0.9249,0.0657,1,0
2056542185273622810,18/05/2026,22:07,"Achei essa abertura uma mistura de ""Fina Estampa"" com ""Império"".

#QuemAmaCuida https://t.co/JmAK49TIFT","Achei essa abertura uma mistura de ""Fina Estampa"" com ""Império"".",NEU,0.0518,0.2473,0.7008,0,0
2056542184225018048,18/05/2026,22:07,até agora nenhum sotaque me incomodou #QuemAmaCuida,até agora nenhum sotaque me incomodou,NEG,0.2164,0.4048,0.3788,2,0
2056542183474282733,18/05/2026,22:07,mas o que a logo tem a ver com a abertura #QuemAmaCuida,mas o que a logo tem a ver com a abertura,NEG,0.0038,0.956,0.0402,0,0
2056542182543110503,18/05/2026,22:07,"Ninguém mais aguenta o gostoso do Chay, ele deveria ser a participação especial e o delicioso do Jesuíta ser o protagonista #QuemAmaCuida","Ninguém mais aguenta o gostoso do Chay, ele deveria ser a participação especial e o delicioso do Jesuíta ser o protagonista",NEG,0.1061,0.6739,0.22,9,1
2056542181221945610,18/05/2026,22:07,"@tvglobo uma vibe império+fina estampa, amei esse luxo #QuemAmaCuida https://t.co/rkV8FuEGOT","uma vibe império+fina estampa, amei esse luxo",POS,0.9924,0.0015,0.0061,12,2
2056542179716186613,18/05/2026,22:07,o arthur qnd a pilar vai na casa dele #QuemAmaCuida https://t.co/TispoFPmrV,o arthur qnd a pilar vai na casa dele,NEU,0.148,0.0774,0.7746,4,1
2056542179183538413,18/05/2026,22:07,Gente que filmagem linda #QuemAmaCuida,Gente que filmagem linda,POS,0.9925,0.0025,0.005,1,1
2056542175811277256,18/05/2026,22:07,"Confira a abertura de #QuemAmaCuida, notas? https://t.co/HgCEKP1Rtc",Confira a abertura de notas?,NEU,0.0313,0.0176,0.9511,106,7
2056542175425360290,18/05/2026,22:07,"Chay Suede e seus peitos peludos de fora logo no 1º capítulo. Que seja o primeiro de muitos. 

#QuemAmaCuida https://t.co/WcGcBV0iSN",Chay Suede e seus peitos peludos de fora logo no 1º capítulo. Que seja o primeiro de muitos.,POS,0.6333,0.025,0.3418,353,37
2056542174175440923,18/05/2026,22:07,"Se você não teve vontade de chorar após essa cena, então você assistiu errado!🥺

#QuemAmaCuida https://t.co/XdITCX166A","Se você não teve vontade de chorar após essa cena, então você assistiu errado!🥺",NEU,0.1988,0.3873,0.4139,4,1
2056542173638652272,18/05/2026,22:07,Cara que dor horrivel deve ser perder uma casa que voce levou ANOS pra comquistar ne #QuemAmaCuida,Cara que dor horrivel deve ser perder uma casa que voce levou ANOS pra comquistar ne,NEG,0.0091,0.966,0.0249,0,1
2056542172808184038,18/05/2026,22:07,A Adriana voltando pra casa #QuemAmaCuida  https://t.co/1vyeZ9wlWh,A Adriana voltando pra casa,NEU,0.1427,0.0866,0.7707,3,0
2056542166189555972,18/05/2026,22:07,Abertura de Fina Estampa + Abertura de Império = Abertura de #QuemAmaCuida 🤷🏻‍♂️ https://t.co/E5k2l0fyZh,Abertura de Fina Estampa + Abertura de Império = Abertura de 🤷🏻‍♂️,NEU,0.0402,0.0801,0.8797,21,3
2056542162427216035,18/05/2026,22:07,"Simplesmente a abertura LUXUOSA de #QuemAmaCuida , estou arrepiado com o capricho. https://t.co/xqeJIUIARD","Simplesmente a abertura LUXUOSA de , estou arrepiado com o capricho.",POS,0.9905,0.0025,0.007,1,2
2056542158107087011,18/05/2026,22:07,Letícia colin uma das melhores atrizes da atualidade amo #QuemAmaCuida,Letícia colin uma das melhores atrizes da atualidade amo,POS,0.9912,0.0018,0.0069,2,0
2056542156169302365,18/05/2026,22:07,"Demissão, enchente, desmoronamento da casa.

#QuemAmaCuida https://t.co/HUYT4qFZiJ","Demissão, enchente, desmoronamento da casa.",NEG,0.0078,0.8672,0.125,0,1
2056542155716346044,18/05/2026,22:07,a abertura belissima de #QuemAmaCuida https://t.co/rFCfW7yw95,a abertura belissima de,POS,0.9934,0.002,0.0046,33,6
2056542150402191717,18/05/2026,22:07,Gente que novela é essa? To gag  #QuemAmaCuida,Gente que novela é essa? To gag,POS,0.641,0.0928,0.2662,1,0
